pdf,Title,page,case_No,last_page
h6,"Electrograph Sys., Inc. v. Epson Imaging Devices Corp. (In re: TFT-LCD (Flat Panel) Antitrust Litig.)",912,60,918.0
h6,"Flagship Theatres of Palm Desert, LLC v. Century Theatres, Inc.",919,61,940.0
h6,Agnew v. NCAA,941,62,950.0
h6,"Sterling Merch., Inc. v. NestlÃ©, S.A.",951,63,965.0
h6,United States v. Comcast Corp.,966,64,970.0
h6,United States v. Comcast Corp.,971,65,985.0
h6,"ClearPlay, Inc. v. Nissim Corp.",986,66,1000.0
h6,In re Puerto Rican Cabotage Antitrust Litig.,1001,67,1028.0
h6,In re Polyurethane Foam Antitrust Litig.,1029,68,1047.0
h6,"Worldhomecenter.com, Inc. v. KWC Am., Inc.",1048,69,1061.0
h6,"PCI Int'l Consultants, Inc. v. Flavor & Food Ingredients, Inc.",1062,70,1070.0
h6,"Metris U.S.A., Inc. v. Faro Techs., Inc.",1071,71,1090.0
h6,EMC Nat'l Life Co. v. Employee Benefits Sys.,1091,72,1096.0
h6,In re Processed Egg Prods. Antitrust Litig.,1097,73,1141.0
h6,Colabella v. AICPA,1142,74,1160.0
h6,In re TFT-LCD (Flat Panel) Antitrust Litig.,1161,75,1177.0
h6,"Carpenter Tech. Corp. v. Allegheny Techs., Inc.",1178,76,1189.0
h6,"Gulf States Reorganization Group, Inc. v. Nucor Corp.",1190,77,1228.0
h6,"Tese-Milner v. Diamond Trading Co., Ltd.",1229,78,1242.0
h6,Vandenberg v. Aramark Educ. Servs.,1243,79,1262.0
h6,"Marsh v. Anesthesia Services Medical Group, Inc.",1263,80,1286.0
h6,Marsh v. Anesthesia Servs. Med. Group,1287,81,1303.0
h6,Miller v. Wright,1304,82,1311.0
h6,"In2 Networks, Inc. v. Honeywell Int'l",1312,83,1323.0
h6,"Fitzgerald v. Am. Sav. Bank, F.S.B.",1324,84,1334.0
h6,In re Photochromic Lens Antitrust Litig.,1335,85,1346.0
h6,Apple Inc. v. Samsung Elecs. Co.,1347,86,1359.0
h6,In re Magnesium Oxide Antitrust Litig.,1360,87,1406.0
h6,"Expedite, Inc. v. Plus, Bags, Cars & Serv, LLC",1407,88,1420.0
h6,Williams v. Mission Viejo Emergency Med. Assocs.,1421,89,1427.0
h6,In re Visa Check/MasterMoney Antitrust Litig.,1428,90,1437.0
h6,Meyer v. Cmty. College of Beaver County,1438,91,1467.0
h6,"Adesokan v. United States Bank, N.A.",1468,92,1481.0
h6,In re Cipro Cases I & II,1482,93,1515.0
h6,"Rose Acre Farms, Inc. v. Columbia Cas. Co.",1516,94,1520.0
h6,Burgess v. Williams,1521,95,1534.0
h6,Sprint Nextel Corp. v. AT&T Inc.,1535,96,1559.0
h6,"E-Pass Techs. v. Moses & Singer, LLP",1560,97,1569.0
h6,Lopeti v. Alliance Bancorp,1570,98,1589.0
h6,"CompuCredit Holdings Corp. v. Akanthos Capital Mgmt., LLC",1590,99,1593.0
h6,Heald v. Nat'l City Mortg.,1594,100,
h7,"United States v. H&R Block, Inc.",21,1,68.0
h7,"Johnson Bros. Liquor Co. v. Bacardi U.S.A., Inc.",69,2,80.0
h7,State v. MaineHealth,81,3,87.0
h7,"Church & Dwight Co. v. Mayer Labs., Inc.",88,4,91.0
h7,"Church & Dwight Co. v. Mayer Labs., Inc.",92,5,95.0
h7,"Am. Airlines, Inc. v. Travelport Ltd.",96,6,111.0
h7,In re Wellbutrin SR Antitrust Litig.,112,7,121.0
h7,NAR Apts. LLC v Ippolito,122,8,125.0
h7,Apple iPod iTunes Antitrust Litig.,126,9,134.0
h7,"Procongps, Inc. v. Star Sensor LLC",135,10,140.0
h7,"Garon v. eBay, Inc.",141,11,150.0
h7,Global Truss America LLC v. GLP German Light Prods.,151,12,167.0
h7,In re Fresh & Process Potatoes Antitrust Litig.,168,13,198.0
h7,"Kyne v. Ritz-Carlton Hotel Co., L.L.C.",199,14,215.0
h7,Lynn v. Friedenthal,216,15,232.0
h7,Lopez v. GMAC Mortg.,233,16,251.0
h7,New York v. Intel Corp.,252,17,259.0
h7,New York v. Intel Corp.,260,18,264.0
h7,"Allen v. Dairy Farmers of Am., Inc.",265,19,281.0
h7,FTC v. Phoebe Putney Health Sys.,282,20,291.0
h7,In re Chocolate Confectionary Antitrust Litig.,292,21,305.0
h7,"Bridgeport Harbour Place I, LLC v. Ganim",306,22,318.0
h7,FTC v. Church & Dwight Co.,319,23,325.0
h7,MYD Marine Distrib. v. Int'l Paint Ltd.,326,24,334.0
h7,"Aguadilla Paint Center, Inc.; CB Gasoline Service Group; Micada de Puerto Rico, Inc., Recurridos v. Esso Standard Oil, Co. (Puerto Rico), Peticionario",335,25,359.0
h7,In re Int'l Air Transp. Surcharge Antitrust Litig.,360,26,370.0
h7,In re Processed Egg Prods. Antitrust Litig.,371,27,381.0
h7,"Sullivan v. DB Invs., Inc.",382,28,450.0
h7,"Emery v. Wachovia Bank, N.A.",451,29,469.0
h7,"Havens v. Mobex Network Servs., LLC",470,30,480.0
h7,Metro West Ambulance v. Clark County,481,31,494.0
h7,Layne Christensen Co. v. Bro-Tech Corp.,495,32,537.0
h7,In re Cox Enters.,538,33,557.0
h7,BanxCorp v. Bankrate Inc.,558,34,589.0
h7,Deborah Heart & Lung Ctr. v. Penn Presbypyterian Med. Ctr.,590,35,600.0
h7,Smith v. Ebay Corp.,601,36,610.0
h7,"Johns v. Visa U.S.A., Inc. (In re Credit/Debit Card Tying Cases)",611,37,623.0
h7,Marchese v. Cablevision Sys. Corp.,624,38,649.0
h7,"Universal Grading Serv. v. eBay, Inc.",650,39,659.0
h7,"It's My Party, Inc. v. Live Nation, Inc.",660,40,662.0
h7,Jeske v. Maxim Healthcare Servs.,663,41,681.0
h7,"Editorial Caballero, S.A. de C.V. v. Playboy Enters.",682,42,703.0
h7,Messner v. Northshore Univ. HealthSystem,704,43,725.0
h7,"Elec. Contrs., Inc. v. Dep't of Educ.",726,44,768.0
h7,Altman v. PNC Mortg.,769,45,790.0
h7,Cohlmia v. St. John Med. Ctr.,791,46,805.0
h7,"Animal Sci. Prods., Inc. v. Hebei Welcome Pharm. Co. (In re Vitamin C Antitrust Litig.)",806,47,836.0
h7,"Xilinx, Inc. v. Intellectual Ventures I LLC",837,48,845.0
h7,McCoy v. Gamesa Tech. Corp.,846,49,854.0
h7,Cellco P'ship v. Hope,855,50,873.0
h7,In re Ciprofloxin Hydrochloride Antitrust Litig.,874,51,882.0
h7,Lample v. Cal. Physicians' Serv.,883,52,896.0
h7,"Retail Imaging Mgmt. Group, LLC v. Fujifilm N. Am. Corp.",897,53,906.0
h7,Schatz v. Cellco P'ship,907,54,925.0
h7,Italian Colors Rest. v. Am. Express Travel Related Servs. Co. (In re Am. Express Merchs. Litig.),926,55,943.0
h7,In re Delta/AirTran Baggage Fee Antitrust Litig.,944,56,971.0
h7,In re Photochromic Lens Antitrust Litig.,972,57,980.0
h7,"Stroh Ranch Dev., LLC v. Cherry Creek S. Metro. Dist. No. 2",981,58,985.0
h7,GMA Cover Corp. v. Saab Barracuda LLC,986,59,1000.0
h7,"Ross v. Bank of Am., N.A. (USA) (In re Currency Conversion Fee Antitrust Litig.)",1001,60,1012.0
h7,Free Freehand Corp. v. Adobe Sys.,1013,61,1026.0
h7,"Coffee.org, Inc v. Green Mountain Coffee Roasters, Inc.",1027,62,1034.0
h7,"Gold Refinery, LLC v. Aloha Island Gold, LLC",1035,63,1045.0
h7,In re TFT-LCD (Flat Panel) Antitrust Litig.,1046,64,1061.0
h7,"MGA Entm't, Inc. v. Mattel, Inc.",1062,65,1078.0
h7,VIBO Corp. v. Conway,1079,66,1095.0
h7,"Dumas Towing, LLC v. DeArmond",1096,67,1100.0
h7,Guinn v. Mount Carmel Health,1101,68,1115.0
h7,"Am. Airlines, Inc. v. Travelport Ltd.",1116,69,1120.0
h7,"Church & Dwight Co. v. Mayer Labs., Inc.",1121,70,1156.0
h7,"Shirokov v. Dunlap, Grubb & Weaver PLLC",1157,71,1189.0
h7,White v. Fannie Mae,1190,72,1194.0
h7,Carrier Corp. v. Outokumpu Oyj,1195,73,1215.0
h7,"Select Comfort Corp. v. Sleep Better Store, LLC",1216,74,1227.0
h7,"Asahi Kasei Pharma Corp. v. CoTherix, Inc.",1228,75,1243.0
h7,Diaz Aviation Corp. v. P.R. Ports Auth.,1244,76,1252.0
h7,"Leonard v. Abbott Labs., Inc.",1253,77,1275.0
h7,"Trueposition, Inc. v. LM Ericsson Tel. Co. (Telefonaktiebolaget LM Ericsson)",1276,78,1282.0
h7,In re Del Monte Fresh Pineapple Cases,1283,79,1292.0
h7,Hightower v. Aramark Corp.,1293,80,1307.0
h7,"C-E Minerals, Inc. v. Carbo Ceramics, Inc.",1308,81,1315.0
h7,"QSGI, Inc. v. IBM Global Fin.",1316,82,1320.0
h7,"Regas Christou v. Beatport, LLC",1321,83,1336.0
h7,Bridgeforth v. Schenectady County Cmty. College,1337,84,1339.0
h7,"Nukote of Ill., Inc. v. Clover Holdings, Inc.",1340,85,1348.0
h7,Fiala v. Wasco Sanitary Dist.,1349,86,1362.0
h7,In re Processed Egg Prods. Antitrust Litig.,1363,87,1440.0
h7,Conn. Ironworkers Emplrs. Assoc. v. New Eng. Reg'l Council of Carpenters,1441,88,1458.0
h7,Cason-Merenda v. Detroit Med. Ctr.,1459,89,1501.0
h7,In re Live Concert Antitrust Litig.,1502,90,1532.0
h7,"Drivecam, Inc. v. Smartdrive Sys.",1533,91,1541.0
h7,"McNeary-Calloway v. JP Morgan Chase Bank, N.A.",1542,92,1577.0
h7,Global Reins. Corp.-U.S. Branch v Equitas Ltd.,1578,93,1588.0
h7,In re Southeastern Milk Antitrust Litig.,1589,94,1603.0
h7,"Rubloff Dev. Group, Inc. v. SuperValu, Inc.",1604,95,1626.0
h7,SanDisk Corp. v. Kingston Tech. Co.,1627,96,1643.0
h7,"JetAway Aviation, LLC v. Bd. of County Comm'rs of Montrose",1644,97,1649.0
h7,"Brantley v. NBC Universal, Inc.",1650,98,1663.0
h7,"Broad. Music, Inc. v. Davis",1664,99,1670.0
h7,City of Pontiac v. Blue Cross Blue Shield,1671,100,
h8,"Prakash v. Altadis U.S.A., Inc.",21,1,58.0
h8,Ochoa v. United States Bank N.A.,59,2,64.0
h8,In re Processed Egg Prods. Antitrust Litig.,65,3,76.0
h8,Kolon Indus. v. E.I. du Pont de Nemours & Co.,77,4,97.0
h8,Behrend v. Comcast Corp.,98,5,132.0
h8,"WM Aviation, LLC v. Cessna Aircraft Co.",133,6,139.0
h8,"Bocobo v. Radiology Consultants of S. Jersey, P.A.",140,7,149.0
h8,In re High-Tech Emple. Antitrust Litig.,150,8,170.0
h8,Nass-Romero v. Visa U.S.A. Inc.,171,9,180.0
h8,"Hoilien v. OneWest Bank, FSB",181,10,197.0
h8,In re Optical Disk Drive Antitrust Litig.,198,11,209.0
h8,"PNY Techs., Inc. v. SanDisk Corp.",210,12,224.0
h8,In re Processed Egg Prods. Antitrust Litig.,225,13,234.0
h8,"FTC v. Watson Pharms., Inc.",235,14,255.0
h8,County of San Mateo v. CSL Ltd. (In re Plasma-Derivative Protein Therapies Antitrust Litig.),256,15,263.0
h8,"CamSoft Data Sys. v. Southern Elecs. Supply, Inc.",264,16,270.0
h8,N.C. Farm Bureau Mut. Ins. Co. v. Cully's Motorcross Park,271,17,284.0
h8,Hope for Families & Cmty. Serv. v. Warren,285,18,288.0
h8,Mississippi ex rel. Hood v. AU Optronics Corp.,289,19,305.0
h8,"Astrotel, Inc. v. Verizon Fla., LLC",306,20,323.0
h8,Liu v. Amerco,324,21,333.0
h8,O'Brien v. Leegin Creative Leather Prods.,334,22,368.0
h8,Mercer v. Am. Brokers Conduit,369,23,377.0
h8,Motorola Mobility v. Ct Miami,378,24,382.0
h8,In re Wellbutrin XL Antitrust Litig.,383,25,423.0
h8,"Cheng v. AIM Sports, Inc.",424,26,428.0
h8,Favaloro v. Webster Groves,429,27,432.0
h8,"Oliver v. 3D-3C, LLC",433,28,437.0
h8,Weco Supply Co. v. Sherwin-Williams Co.,438,29,448.0
h8,Nat'l Supermarkets Ass'n v. Am. Express Travel Servs. Co. (In re Am. Express Merchants' Litig.),449,30,457.0
h8,"Cathode Ray Tube (CRT) Antitrust Litig. Crago, Inc. v. Chunghwa Picture Tubes, Ltd.",458,31,482.0
h8,Krause Marine Towing Corp. v. Ass'n of Md. Pilots,483,32,504.0
h8,"Daniel v. Wells Fargo Bank, N.A.",505,33,518.0
h8,"Card Tech Int'l, LLLP v. Provenzano",519,34,553.0
h8,Hughes v. Abell,554,35,575.0
h8,"High Tek USA, Inc. v. Heat & Control, Inc.",576,36,581.0
h8,Robert F. Booth Trust v. Crowley,582,37,587.0
h8,In re N.J. Title Ins. Litig.,588,38,596.0
h8,McCray v. Fid. Nat'l Title Ins. Co.,597,39,606.0
h8,Agnew v. NCAA,607,40,626.0
h8,"Amos v. Aspen Alps 123, LLC",627,41,642.0
h8,In re Flonase Antitrust Litig.,643,42,672.0
h8,"Bel Canto Design, Ltd. v. MSS HiFi, Inc.",673,43,687.0
h8,Wilson v. Hynek,688,44,694.0
h8,In re Rail Freight Fuel Surcharge Antitrust Litig.,695,45,774.0
h8,"Lakeland Reg'l Med. Ctr., Inc. v. Astellas US, LLC",775,46,777.0
h8,In re Elec. Books Antitrust Litig.,778,47,783.0
h8,"Minn-Chem, Inc. v. Agrium Inc.",784,48,800.0
h8,Sparig v. Danenberg,801,49,807.0
h8,W. & S. Life Ins. Co. v. Countrywide Fin. Corp. (In re Countrywide Fin. Corp. Mortgage-Backed Sec. Litig.),808,50,829.0
h8,de Botton v. Kaplin,830,51,838.0
h8,"Organ Recovery Sys. v. Preservation Solutions, Inc.",839,52,860.0
h8,"GSI Tech., Inc. v. Cypress Semiconductor Corp.",861,53,868.0
h8,"Nexstar Broad., Inc. v. Granite Broad. Corp.",869,54,876.0
h8,"Catena v. Capitol Records, Inc.",877,55,889.0
h8,"Polypore Int'l, Inc. v. FTC",890,56,900.0
h8,"Crayton v. Concord EFS, Inc. (In re ATM Fee Antitrust Litig.)",901,57,920.0
h8,In re K-Dur Antitrust Litig.,921,58,946.0
h8,In re Processed Egg Prods. Antitrust Litig.,947,59,975.0
h8,In re Processed Egg Prods. Antitrust Litig.,976,60,1002.0
h8,"Novell, Inc. v. Microsoft Corp.",1003,61,1018.0
h8,Animal Sci. Prods. v. Hebei Welcome Pharm. Co. (In re Vitamin C Antitrust Litig.),1019,62,1031.0
h8,Katz v. Fid. Nat'l Title Ins. Co.,1032,63,1045.0
h8,"High Tek USA, Inc. v. Heat & Control, Inc.",1046,64,1052.0
h8,"Hyland v. HomeServices of Am., Inc.",1053,65,1075.0
h8,Racek v. Rady Children's Hosp. of San Diego,1076,66,1085.0
h8,"Nfinanse, Inc. v. Interactive Communs. Int'l",1086,67,1097.0
h8,"Ruiz v. Suntrust Mortg., Inc.",1098,68,1116.0
h8,In re Haynes & Boone,1117,69,1130.0
h8,"Cornucopia Prods., LLC v. Dyson, Inc.",1131,70,1145.0
h8,In re Fresh & Process Potatoes Antitrust Litig.,1146,71,1159.0
h8,"Mueller v. Wellmark, Inc.",1160,72,1180.0
h8,"Superior Offshore Int'l, Inc. v. Bristow Group",1181,73,1192.0
h8,BanxCorp v. Bankrate Inc.,1193,74,1207.0
h8,Am. Eagle Waste Indus. LLC v. St. Louis County,1208,75,1229.0
h8,"Qsgi, Inc. v. IBM Global Fin.",1230,76,1235.0
h8,Suwannee Am. Cement LLC v. Zurich Ins. Co.,1236,77,1242.0
h8,Franklin County Sheriff's Office v. St. Albans City Police Dep't,1243,78,1252.0
h8,Hinds County v. Wachovia Bank N.A.,1253,79,1266.0
h8,In re Publ'n Paper Antitrust Litig.,1267,80,1285.0
h8,"Am. Airlines, Inc. v. Travelport Ltd.",1286,81,1295.0
h8,"Carlin v. DairyAmerica, Inc.",1296,82,1330.0
h8,"Gumwood HP Shopping Partners, L.P. v. Simon Prop. Group",1331,83,1336.0
h8,In re TFT-LCD (Flat Panel) Antitrust Litig.,1337,84,1352.0
h8,"Apple, Inc. v. Motorola Mobility, Inc.",1353,85,1372.0
h8,"Midwest Auto Auction, Inc. v. McNeal",1373,86,1392.0
h8,Drug Mart Pharm. Corp. v. Am. Home Prods. Corp.,1393,87,1408.0
h8,"Clean Conversion Techs., Inc. v. CleanTech Biofuels, Inc.",1409,88,1415.0
h8,Fromer v. Comcast Corp.,1416,89,1422.0
h8,"TriPharma, LLC v. First Fruits Bus. Ministry",1423,90,1441.0
h8,"TruePosition, Inc. v. LM Ericsson Tel. Co.",1442,91,1463.0
h8,"Clayworth v. Pfizer, Inc.",1464,92,1499.0
h8,In re Blood Reagents Antitrust Litig.,1500,93,1530.0
h8,Prof. Jos? M. Font De Santi?go v. Burset,1531,94,1541.0
h8,In re Titanium Dioxide Antitrust Litig.,1542,95,1570.0
h8,"Static Control Components, Inc. v. Lexmark Int'l, Inc.",1571,96,1603.0
h8,"Corr Wireless Communs., L.L.C. v. AT&T, Inc.",1604,97,1621.0
h8,Davis v. HSBC Bank,1622,98,1644.0
h8,"Williamson v. Apple, Inc.",1645,99,1653.0
h8,"Am. Airlines, Inc. v. Sabre, Inc.",1654,100,
h9,"United Nat'l Maint., Inc. v. San Diego Convention Ctr. Corp.",21,1,39.0
h9,"Adobe Sys. v. Coffee Cup Partners, Inc.",40,2,55.0
h9,"In re WellPoint, Inc. Out-Of-Network ""UCR"" Rates Litig.",56,3,99.0
h9,"United States v. Apple, Inc.",100,4,109.0
h9,Cohlmia v. St. John Med. Ctr.,110,5,128.0
h9,"Almasi v. Equilon Enters., LLC",129,6,138.0
h9,Wahl v. JPmorgan Chase Bank,139,7,145.0
h9,Banxcorp v. Bankrate Inc.,146,8,149.0
h9,"Forest River, Inc. v. Heartland Rec. Vehicles, LLC",150,9,154.0
h9,"Funeral Consumers Alliance, Inc. v. Serv. Corp. Int'l",155,10,177.0
h9,"Am. Chem. Soc'y v. Leadscope, Inc.",178,11,229.0
h9,"Shield Techs. Corp. v. Paradigm Positioning, LLC",230,12,242.0
h9,Simon v. KeySpan Corp.,243,13,254.0
h9,Costco Wholesale Corp. v. AU Optronics Corp. (In re TFT-LCD (Flat Panel) Antitrust Litig.),255,14,271.0
h9,"Lakeland Reg'l Med. Ctr., Inc. v. Astellas US, LLC",272,15,278.0
h9,McCoy v. Gamesa Tech. Corp.,279,16,287.0
h9,"State v. Reliant Energy, Inc.",288,17,297.0
h9,"Bivio, Inc. v. Nat'l Ass'n of Inv?rs Corp.",298,18,301.0
h9,"Syndicate Sales, Inc. v. Floral Innovations, Inc.",302,19,309.0
h9,"ZF Meritor, LLC v. Eaton Corp.",310,20,395.0
h9,Dominick v. Collectors Universe,396,21,406.0
h9,In re Processed Egg Prods. Antitrust Litig.,407,22,420.0
h9,"TruePosition, Inc. v. LM Ericsson Tel. Co.",421,23,429.0
h9,Elias v. Hewlett-Packard Co.,430,24,441.0
h9,Cent. Distribs. v. Labatt United States Operating Co.,442,25,447.0
h9,Zeppeiro v. GMAC Mortg.,448,26,458.0
h9,Mass. Cas. Ins. Co. v. Katz,459,27,467.0
h9,"Global Bldg. Prods. v. Chemco, Inc.",468,28,475.0
h9,"Castro Valley Union 76, Inc. v. Vapor Sys. Techs., Inc.",476,29,487.0
h9,In re Effexor XR Antitrust Litig.,488,30,494.0
h9,"J.M. Smith Corp. v. Ciolino Pharm. Wholesale Distribs., LLC",495,31,499.0
h9,Edwards v. Nat'l Milk Producers Fed'n,500,32,508.0
h9,Jackson v. Segwick Claims Mgmt. Servs.,509,33,528.0
h9,"Atlas Brace Techs. USA, LLC v. Leatt Corp.",529,34,536.0
h9,In re TFT-LCD Flat Panel Antitrust Litigation,537,35,563.0
h9,Miller v. Wright,564,36,575.0
h9,"Animal Science Prods., Inc. v. Hebei Welcome Pharm. Co. (In re Vitamin C Antitrust Litig.)",576,37,586.0
h9,"Ritz Camera & Image, LLC v. Sandisk Corp.",587,38,591.0
h9,Albanna v. JP Morgan Chase Bank N.A.,592,39,596.0
h9,In re Cathode Ray Tube (CRT) Antitrust Litig.,597,40,617.0
h9,In re TFT-LCD (Flat Panel) Antitrust Litig.,618,41,633.0
h9,Laumann v. NHL,634,42,666.0
h9,"VMOOM v. Stratus Techs., Inc.",667,43,670.0
h9,"Credit Bureau Servs. v. Experian Info. Solutions, Inc.",671,44,698.0
h9,In re Chocolate Confectionary Antitrust Litig.,699,45,738.0
h9,"Jamaly v. PNC Bank, N.A.",739,46,742.0
h9,In re Ins. Installment Fee Cases,743,47,774.0
h9,IGT v. Alliance Gaming Corp.,775,48,785.0
h9,"TKO Energy Servs., LLC v. M-I LLC",786,49,788.0
h9,"Erie County, Ohio v. Morton Salt, Inc.",789,50,802.0
h9,In re Urethane Antitrust Litig.,803,51,828.0
h9,Solent Freight Servs. v. Alberty,829,52,842.0
h9,Smith v. Hansen,843,53,847.0
h9,"Adriana M. Castro, M.D., P.A. v. Sanofi Pasteur Inc.",848,54,860.0
h9,In re Crude Oil Commodity Futures Litig.,861,55,881.0
h9,Maitland v. State Farm Fire & Cas. Ins. Co.,882,56,887.0
h9,In re TFT-LCD (Flat Panel) Antitrust Litig.,888,57,905.0
h9,In re TFT-LCD (Flat Panel) Antitrust Litig.,906,58,926.0
h9,In re TFT-LDC (Flat Panel) Antitrust Litig. v. AU Optronics Corp.,927,59,945.0
h9,In re Sulfuric Acid Antitrust Litig.,946,60,954.0
h9,Hedrick v. Jay Wolfe Imps.,955,61,960.0
h9,"Micron Tech., Inc. v. Rambus Inc.",961,62,986.0
h9,Circle Click Media LLC v. Regus Mgmt. Group LLC,987,63,999.0
h9,"Auraria Student Hous. at the Regency, LLC v. Campus Vill. Apt., LLC",1000,64,1006.0
h9,All Indirect Purchaser Actions v. Infineon Techs. AG (In re Dynamic Random Access Memory Antitrust Litig.),1007,65,1134.0
h9,Rice v. Sunbeam Prods.,1135,66,1151.0
h9,"Cannon v. Wells Fargo Bank, N.A.",1152,67,1186.0
h9,In re Wholesale Grocery Prods. Antitrust Litig.,1187,68,1202.0
h9,Miller v. Wright,1203,69,1213.0
h9,"Diunugala v. JP Morgan Chase Bank, N.A.",1214,70,1221.0
h9,"Dominic Corea LP v. ILD Telecomms., Inc.",1222,71,1229.0
h9,Ethypharm S.A. Fr. v. Abbott Labs.,1230,72,1245.0
h9,"Nat'l Ass'n of Investors Corp. v. Bivio, Inc.",1246,73,1254.0
h9,"Belle v. Chrysler Group, LLC",1255,74,1262.0
h9,"Ruins-CA v. eBay, Inc.",1263,75,1272.0
h9,"Ubiquiti Networks, Inc. v. Kozumi USA Corp.",1273,76,1283.0
h9,Z Techs. Corp. v. Lubrizol Corp.,1284,77,1290.0
h9,CDW LLC v. NETech Corp.,1291,78,1304.0
h9,Granite Gaming Holdings v. Fremont St. Experience,1305,79,1306.0
h9,"Jones v. Citimortgage, Inc.",1307,80,1318.0
h9,"Ghuman v. Wells Fargo Bank, N.A.",1319,81,1329.0
h9,Drake v. Cox Enters.,1330,82,1335.0
h9,AT&T Mobility LLC v. AU Optronics Corp.,1336,83,1346.0
h9,"Gatt Communs., Inc. v. PMC Assocs., L.L.C.",1347,84,1362.0
h9,Ibarra v. City of Watsonville,1363,85,1370.0
h9,Stanislaus Food Prods. Co. v. USS-POSCO Indus.,1371,86,1383.0
h9,FTC v. Phoebe Putney Health Sys.,1384,87,1402.0
h9,Procaps S.A. v. Patheon Inc.,1403,88,1408.0
h9,"Allegis Group, Inc. v. Zachary Piper LLC",1409,89,1422.0
h9,"Advanced Tech. Corp. v. Instron, Inc.",1423,90,1439.0
h9,Oxbow Carbon & Minerals LLC v. Union Pac. R.R. Co.,1440,91,1448.0
h9,"Goodness Films, LLC v. TV One, LLC",1449,92,1462.0
h9,"Pantoja v. Countrywide Home Loans, Inc.",1463,93,1475.0
h9,Rock v. NCAA,1476,94,1492.0
h9,Tko Energy Servs. v. M-I L.L.C.,1493,95,1501.0
h9,Holzrichter v. Yorath,1502,96,1535.0
h9,"Name.Space, Inc. v. Internet Corp. for Assigned Names & Nos.",1536,97,1543.0
h9,In re Ductile Iron Pipe Fitting Direct Purchaser Antitrust Litig.,1544,98,1561.0
h9,"Mayor & Council of Baltimore v. Citigroup, Inc.",1562,99,1573.0
h9,"Darrin v. Bank of Am., N.A.",1574,100,
i1,Ramos v. Tomasino,21,1,29.0
i1,"Taxicab Ins. Store, LLC v. Am. Serv. Ins. Co.",30,2,45.0
i1,Village of Old Mill Creek v. Star,46,3,64.0
i1,Rael v. New York & Co.,65,4,70.0
i1,In re Blood Reagents Antitrust Litig.,71,5,106.0
i1,In re Liquid Aluminum Sulfate Antitrust Litig.,107,6,144.0
i1,In re Namenda Direct Purchaser Antitrust Litig.,145,7,153.0
i1,"Angeles v. Wells Fargo Bank, N.A.",154,8,156.0
i1,Kelsey K. v. NFL Enters. LLC,157,9,163.0
i1,"Int'l Longshore & Warehouse Union v. ICTSI Or., Inc.",164,10,179.0
i1,"Mass. Fine Wines & Spirits, LLC v. Alcoholic Bevs. Control Comm'n",180,11,191.0
i1,"Main Street at Woolwich, LLC v. Ammons Supermarket, Inc.",192,12,202.0
i1,Ashley Furniture Indus. v. Packaging Corp. of Am.,203,13,214.0
i1,In re Interest Rate Swaps Antitrust Litig.,215,14,266.0
i1,Chamber of Commerce of the United States v. City of Seattle,267,15,288.0
i1,"OJMAR US, LLC v. Sec. People, Inc.",289,16,296.0
i1,Kleen Prods. LLC v. Int'l Paper,297,17,324.0
i1,Nypl v. JPMorgan Chase & Co.,325,18,333.0
i1,Nicholl v. Bd. of Regents of the Univ. Sys. of Ga.,334,19,344.0
i1,In re Loestrin 24 Fe Antitrust Litig.,345,20,391.0
i1,John St. Dennis v. Rushmore Loan Mgmt. Servs.,392,21,406.0
i1,In re Wellbutrin XL Antitrust Litig.,407,22,435.0
i1,"Medical Ctr. at Elizabeth Place, LLC v. Premier Health Partners",436,23,464.0
i1,Banks v. Cty. of San Mateo,465,24,487.0
i1,"Disney Enters. v. Vidangel, Inc.",488,25,498.0
i1,Conrad v. Beshear,499,26,509.0
i1,"Gatan, Inc. v. Nion Co.",510,27,515.0
i1,"hiQ Labs, Inc. v. LinkedIn Corp.",516,28,534.0
i1,"Cole's Wexford Hotel v. Highmark, Inc.",535,29,563.0
i1,"Aladdins Lights, Inc. v. Eye Lighting Int'l.",564,30,571.0
i1,"Sykes v. Health Network Sols., Inc.",572,31,602.0
i1,In re Lipitor Antitrust Litig.,603,32,638.0
i1,"Sitts v. Dairy Farmers of Am., Inc.",639,33,657.0
i1,San Francisco Print Media Co. v. Hearst Corp.,658,34,688.0
i1,Conn. Ironworkers Emplrs. Ass'n v. New Eng. Reg'l Council of Carpenters,689,35,707.0
i1,In re Domestic Drywall Antitrust Litig.,708,36,759.0
i1,In re Packaged Ice Antitrust Litig.,760,37,788.0
i1,"React Presents, Inc. v. Eagle Theater Entm't, LLC",789,38,803.0
i1,"SFX React-Operating LLC v. Eagle Theater Entm't, LLC",804,39,818.0
i1,State v. Valero Energy Corp.,819,40,826.0
i1,"Carlin v. DairyAmerica, Inc.",827,41,846.0
i1,In re Domestic Drywall Antitrust Litig.,847,42,865.0
i1,"Andrews v. Plains All American Pipeline, L.P.",866,43,883.0
i1,Schiller v. Duthie,884,44,903.0
i1,Johnson v. Comm'n on Presidential Debates,904,45,913.0
i1,In re Namenda Direct Purchaser Antitrust Litig.,914,46,924.0
i1,Alarm Detection Sys. v. Village of Schaumburg,925,47,946.0
i1,"Right Field Rooftops, LLC v. Chi. Cubs Baseball Club, LLC",947,48,957.0
i1,Apple Inc. v. Qualcomm Inc.,958,49,977.0
