pdf,Title,Court,Date,No,page,Court_level,Argued,Decided,Others
h5,"Malone v. eBay, Inc. (In re eBay Seller Antitrust Litig.)",United States Court of Appeals for the Ninth Circuit,"April 13, 2011, Argued and Submitted, Pasadena, California; May 9, 2011, Filed",No. 10-15642,1039,Appeal,2011/4/13,,2011/05/09
h5,"Minn. Made Hockey, Inc. v. Minn. Hockey, Inc.",United States District Court for the District of Minnesota,"May 12, 2011, Decided; May 12, 2011, Filed",Civil No. 10-3884 (JRT/JJK),1042,District,,2011/5/12,2011/05/12
h5,Radford v. Wells Fargo Bank,United States District Court for the District of Hawaii,"May 13, 2011, Decided; May 13, 2011, Filed",CIVIL NO. 10-00767 SOM-KSC,1057,District,,2011/5/13,2011/05/13
h5,Brady v. NFL,United States Court of Appeals for the Eighth Circuit,"May 2, 2011, Submitted; May 16, 2011, Filed",No. 11-1898,1071,Appeal,,,"2011/05/02, 2011/05/16"
h5,In re Apple iPod iTunes Antitrust Litig.,"United States District Court for the Northern District of California, San Jose Division","May 19, 2011, Decided; May 19, 2011, Filed",NO. C 05-00037 JW,1086,District,,2011/5/19,2011/05/19
h5,Processed Egg Prods. Antitrust Litig. v. United Egg Producers,Judicial Panel On Multidistrict Litigation,"May 19, 2011, Filed",MDL No. 2002,1099,Multidistrict,,,2011/05/19
h5,"VHC Van Hoecke Contr., Inc. v. Lennox Indus.",Court of Appeals of Kansas,"May 20, 2011, Opinion Filed","No. 101,024",1101,Appeal,,,2011/05/20
h5,Velasco v. Sec. Nat'l Mortg. Co.,United States District Court for the District of Hawaii,"May 24, 2011, Decided; May 24, 2011, Filed",CV. NO. 10-00239 DAE-KSC,1116,District,,2011/5/24,2011/05/24
h5,"Mercatus Group, LLC v. Lake Forest Hosp.",United States Court of Appeals for the Seventh Circuit,"November 4, 2010, Argued; May 26, 2011, Decided",No. 10-1665,1128,Appeal,2010/11/4,2011/5/26,
h5,"McArthur Dairy, LLC v. McCowtree Bros. Dairy, Inc.",United States District Court for the Southern District of Florida,"May 27, 2011, Decided",Case No. 09-62033-CIV-COOKE/TURNOFF,1151,District,,2011/5/27,
h5,"Schmit Towing, Inc. v. Frovik","Minnesota District Court, County of Hennepin, Fourth Judicial District","May 27, 2011, Decided; May 27, 2011, Filed",Court File No. 27-CV-09-6303,1160,District,,2011/5/27,2011/05/27
h5,"Jersey Asparagus Farms, Inc. v. Rutgers Univ.",United States District Court for the District of New Jersey,"May 31, 2011, Decided; May 31, 2011, Filed",Civil No. 10-2849 (FLW),1164,District,,2011/5/31,2011/05/31
h5,"Phillips v. Bank of Am., N.A.",United States District Court for the District of Hawaii,"May 31, 2011, Decided; June 1, 2011, Filed",CIVIL NO. 10-00551 JMS-KSC,1192,District,,2011/5/31,2011/06/01
h5,"TransWeb, LLC v. 3M Innovative Props. Co.",United States District Court for the District of New Jersey,"June 1, 2011, Decided; June 1, 2011, Filed",Civil Action No. 10-4413 (FSH),1201,District,,2011/6/1,2011/06/01
h5,"Martinez v. Welk Group, Inc.",United States District Court for the Southern District of California,"June 2, 2011, Decided; June 2, 2011, Filed",CASE NO. 09-CV-2883 - AJB (WMc),1219,District,,2011/6/2,2011/06/02
h5,"Brantley v. NBC Universal, Inc.",United States Court of Appeals for the Ninth Circuit,"March 7, 2011, Argued and Submitted, Pasadena, California; June 3, 2011, Filed",No. 09-56785,1230,Appeal,2011/3/7,,2011/06/03
h5,Illinois v. AU Optronics Corp.,"United States District Court for the Northern District of Illinois, Eastern Division","June 6, 2011, Decided; June 6, 2011, Filed",Case No. 10-cv-5720,1239,District,,2011/6/6,2011/06/06
h5,"United States v. H&R Block, Inc.",United States District Court for the District of Columbia,"June 6, 2011, Decided; June 6, 2011, Filed",Civil Action No. 11-00948 (BAH),1253,District,,2011/6/6,2011/06/06
h5,"Southeast Mo. Hosp. v. C.R. Bard, Inc.",United States Court of Appeals for the Eighth Circuit,"June 15, 2010, Submitted; June 8, 2011, Filed",No. 09-3325,1263,Appeal,,,"2010/06/15, 2011/06/08"
h5,In re Refrigerant Compressors Antitrust Litig.,"United States District Court for the Eastern District of Michigan, Southern Division","June 13, 2011, Decided; June 13, 2011, Filed",Case No. 2:09-md-02042,1281,District,,2011/6/13,2011/06/13
h5,Warren Gen. Hosp. v. Amgen Inc.,United States Court of Appeals for the Third Circuit,"January 25, 2011, Argued; June 14, 2011, Filed",No. 10-2778,1303,Appeal,2011/1/25,,2011/06/14
h5,"Valassis Communs.. Inc. v. News Am., Inc.","United States District Court for the Eastern District of Michigan, Southern Division","June 15, 2011, Decided; June 15, 2011, Filed",Case No. 06-10240,1323,District,,2011/6/15,2011/06/15
h5,"Lotenero v. Everett Fin., Inc.",United States District Court for the Eastern District of California,"June 16, 2011, Decided; June 17, 2011, Filed",1:11-CV-200 AWI SMS,1326,District,,2011/6/16,2011/06/17
h5,Cooper v. Home Depot,United States District Court for the District of Kansas,"June 17, 2011, Decided; June 17, 2011, Filed",Case No. 11-1006,1332,District,,2011/6/17,2011/06/17
h5,Caraang v. PNC Mortg.,United States District Court for the District of Hawaii,"June 20, 2011, Decided; June 20, 2011, Filed",CIVIL NO. 10-00594 LEK-BMK,1344,District,,2011/6/20,2011/06/20
h5,United States v. Am. Express Co.,United States District Court for the Eastern District of New York,"June 20, 2011, Decided; June 22, 2011, Filed",10-CV-4496 (NGG)(RER),1375,District,,2011/6/20,2011/06/22
h5,"WorldHomeCenter.Com, Inc. v. Franke Consumer Prods.",United States District Court for the Southern District of New York,"June 22, 2011, Decided; June 22, 2011, Filed",10 civ. 3205 (BSJ),1379,District,,2011/6/22,2011/06/22
h5,FTC v. Phoebe Putney Health Sys.,"United States District Court for the Middle District of Georgia, Albany Division","June 27, 2011, Decided; June 27, 2011, Filed",CASE NO.: 1:11-cv-58 (WLS),1387,District,,2011/6/27,2011/06/27
h5,"Goya v. Wells Fargo Bank, N.A.",United States District Court for the District of Hawaii,"June 27, 2011, Decided; June 27, 2011, Filed",CIV. NO. 11-00048 SOM/KSC,1412,District,,2011/6/27,2011/06/27
h5,"Somers v. Apple, Inc.","United States District Court for the Northern District of California, San Francisco Division","June 27, 2011, Decided; June 27, 2011, Filed",NO. C 07-06507 JW,1417,District,,2011/6/27,2011/06/27
h5,"Allan v. Realcomp II, Ltd.","United States District Court for the Eastern District of Michigan, Southern Division","June 28, 2011, Decided; June 28, 2011, Filed",Case No. 10-cv-14046,1424,District,,2011/6/28,2011/06/28
h5,Ideal Steel Supply Corp. v. Anza,United States Court of Appeals for the Second Circuit,"June 9, 2010, Argued; June 28, 2011, Decided",Docket No. 09-3212-cv,1432,Appeal,2010/6/9,2011/6/28,
h5,Salt Lake City Corp. v. Big Ditch Irrigation Co.,Supreme Court of Utah,"June 28, 2011, Filed",No. 20090757,1455,Supreme,,,2011/06/28
h6,In re JPMorgan Chase Bank Home Equity Line of Credit Litig.,"United States District Court for the Northern District of Illinois, Eastern Division","June 30, 2011, Decided",Master Docket No. 10 C 3647,21,District,,2011/6/30,
h6,Colo. Civ. Rights Comm'n v. Wells Fargo Bank & Co.,United States District Court for the District of Colorado,"July 1, 2011, Decided; July 1, 2011, Filed",Civil Action No. 10-cv-02427-MSK-MJW,49,District,,2011/7/1,2011/07/01
h6,"WorldHomeCenter.Com v. PLC Lighting, Inc.",United States District Court for the Southern District of New York,"July 5, 2011, Decided; July 5, 2011, Filed",No. 10 Civ. 4092 (RJS),55,District,,2011/7/5,2011/07/05
h6,Adobe Sys. v. Norwood,United States District Court for the Northern District of California,"July 6, 2011, Decided; July 6, 2011, Filed",No. C 10-03564 SI,64,District,,2011/7/6,2011/07/06
h6,"Fond Du Lac Bumper Exch., Inc. v. Jui Li Enter. Co.",United States District Court for the Eastern District of Wisconsin,"July 6, 2011, Decided",Case No. 09C0852; Case No. 10C0224; Case No. 11C0162,70,District,,2011/7/6,
h6,Nokia Corp. v. AU Optronics Corp. (In re TFT-LCD (Flat Panel) Antitrust Litig.),United States District Court for the Northern District of California,"July 6, 2011, Decided; July 6, 2011, Filed","No. M 07-1827 SI, MDL No. 1827; No. C 09-05609 SI",78,District,,2011/7/6,2011/07/06
h6,Walters v. McMahen,United States District Court for the District of Maryland,"July 6, 2011, Decided",Civil Action No.: RDB-11-0751,93,District,,2011/7/6,
h6,"Drake v. Cox Communs., Inc.",United States District Court for the District of Kansas,"July 7, 2011, Decided",Case No. 10-2671-JTM,106,District,,2011/7/7,
h6,Stanislaus Food Prods. Co. v. USS-POSCO Indus.,United States District Court for the Eastern District of California,"July 7, 2011, Decided; July 7, 2011, Filed",CASE NO. CV F 09-0560 LJO SMS,111,District,,2011/7/7,2011/07/07
h6,Van Hoose v. Gravois,"Court of Appeal of Louisiana, First Circuit","July 7, 2011, Judgment Rendered",NO. 2011 CA 0976,125,Appeal,,,2011/07/07
h6,Brady v. NFL,United States Court of Appeals for the Eighth Circuit,"June 3, 2011, Submitted; July 8, 2011, Filed",No. 11-1898,133,Appeal,,,"2011/06/03, 2011/07/08"
h6,Oregon v. AU Optronics Corp. (In re TFT-LCD (Flat Panel) Antitrust Litig.),United States District Court for the Northern District of California,"July 11, 2011, Decided; July 12, 2011, Filed",No. M 07-1827 SI; MDL No. 1827; No. C 10-4346 SI,164,District,,2011/7/11,2011/07/12
h6,Patel v. Smith,United States District Court for the Eastern District of Pennsylvania,"July 11, 2011, Decided; July 12, 2011, Filed",Civil Action No. 10-4165,184,District,,2011/7/11,2011/07/12
h6,Cal. ex rel. Harris,United States Court of Appeals for the Ninth Circuit,"March 22, 2011, Argued and Submitted, San Francisco, California; July 12, 2011, Filed",No. 08-55671,190,Appeal,2011/3/22,,2011/07/12
h6,Windstar Holdings LLC v. Range Res. Corp.,United States District Court for the Northern District of West Virginia,"July 12, 2011, Decided",CIVIL ACTION NO. 1:10CV204,229,District,,2011/7/12,
h6,"E-Z Roll Off, LLC v. County of Oneida",Supreme Court of Wisconsin,"February 2, 2011, Argued; July 13, 2011, Filed",No. 2009AP775,235,Supreme,2011/2/2,,2011/07/13
h6,"Phillips v. BAC Home Loans Servicing, LP",United States District Court for the District of Hawaii,"July 13, 2011, Decided; July 13, 2011, Filed",CV. NO. 10-00272 DAE-RLP,255,District,,2011/7/13,2011/07/13
h6,"Sato v. Wachovia Mortg., FSB","United States District Court for the Northern District of California, San Jose Division","July 13, 2011, Decided; July 13, 2011, Filed",NO. 5:11-cv-00810 EJD (PSG),266,District,,2011/7/13,2011/07/13
h6,"Sweetwater Valley Farm, Inc. v. Dean Foods Co. (In re Southeastern Milk Antitrust Litig.)","United States District Court for the Eastern District of Tennessee, Greeneville Division","July 14, 2011, Filed",No. 2:07-CV 208; Master File No. 2:08-MD-1000,284,District,,,2011/07/14
h6,In re Digital Music Antitrust Litig.,United States District Court for the Southern District of New York,"July 18, 2011, Decided; July 18, 2011, Filed",No. 06 MD 1780 (LAP),312,District,,2011/7/18,2011/07/18
h6,United States v. Am. Express Co.,United States District Court for the Eastern District of New York,"July 20, 2011, Decided; July 20, 2011, Filed",10-CV-4496 (NGG) (RER),346,District,,2011/7/20,2011/07/20
h6,In re Aftermarket Auto. Lighting Prods. Antitrust Litig.,United States District Court for the Central District of California,"July 25, 2011, Decided; July 25, 2011, Filed",09 MDL 2007-GW(PJWx),352,District,,2011/7/25,2011/07/25
h6,"Lakeland Reg'l Med. Ctr., Inc. v. Astellas US LLC","United States District Court for the Middle District of Florida, Tampa Division","July 25, 2011, Decided; July 25, 2011, Filed",Case No. 8:10-cv-2008-T-33TGW,366,District,,2011/7/25,2011/07/25
h6,"CamSoft Data Sys. v. Southern Elecs. Supply, Inc.",United States District Court for the Middle District of Louisiana,"July 26, 2011, Decided; July 27, 2011, Filed",CIVIL ACTION NO. 09-1047-JJB,377,District,,2011/7/26,2011/07/27
h6,"TradeComet.com LLC v. Google, Inc.",United States Court of Appeals for the Second Circuit,"July 26, 2011, Decided",No. 10-911-cv,388,Appeal,,2011/7/26,
h6,"Invista S.A.R.L. v. Frontech, Inc.","United States District Court for the Southern District of Texas, Houston Division","July 29, 2011, Decided; July 29, 2011, Filed",Civil Action No. H-10-2100,396,District,,2011/7/29,2011/07/29
h6,Kay Elec. Coop. v. City of Newkirk,United States Court of Appeals for the Tenth Circuit,"July 29, 2011, Filed",No. 10-6214,408,Appeal,,,2011/07/29
h6,"Navien Am., Inc. v. Allen","Superior Court of Connecticut, Judicial District of Ansonia-Milford At Milford","August 1, 2011, Decided; August 1, 2011, Filed","116409, CV106003256",417,Superior,,2011/8/1,2011/08/01
h6,Massengale v. City of Jefferson,"United States District Court for the Western District of Missouri, Central Division","August 2, 2011, Decided; August 2, 2011, Filed",Case No. 10-CV-4232-NKL,422,District,,2011/8/2,2011/08/02
h6,"Allen v. Dairy Farmers of Am., Inc.",United States District Court for the District of Vermont,"August 3, 2011, Decided; August 3, 2011, Filed",Case No. 5:09-cv-230,435,District,,2011/8/3,2011/08/03
h6,In re Optical Disk Drive Antitrust Litig.,"United States District Court for the Northern District of California, San Francisco Division","August 3, 2011, Decided; August 3, 2011, Filed",CASE NO. 3:10-md-2143 RS,450,District,,2011/8/3,2011/08/03
h6,"Am. Airlines, Inc. v. Sabre, Inc.","United States District Court for the Northern District of Texas, Fort Worth Division","August 4, 2011, Decided; August 4, 2011, Filed",NO. 4:11-CV-488-A,466,District,,2011/8/4,2011/08/04
h6,Dynegy Mktg. & Trade v. Multiut Corp.,United States Court of Appeals for the Seventh Circuit,"January 12, 2011, Argued; August 4, 2011, Decided",No. 10-2811,474,Appeal,2011/1/12,2011/8/4,
h6,ZF Meritor LLC v. Eaton Corp.,United States District Court for the District of Delaware,"August 4, 2011, Decided",Civ. No. 06-623-SLR,491,District,,2011/8/4,
h6,Lorillard Tobacco Co. v. R.J. Reynolds Tobacco Co.,"North Carolina Superior Court, Guilford County","August 8, 2011, Decided",10 CVS 11471,498,Superior,,2011/8/8,
h6,In re: Cathode Ray Tube Antitrust Litig.,"United States District Court for the Northern District of California, San Francisco Division","August 9, 2011, Decided; August 9, 2011, Filed",Master File No. CV-07-5944 SC; MDL No. 1917,506,District,,2011/8/9,2011/08/09
h6,"Loren Data Corp. v. GXS, Inc.",United States District Court for the District of Maryland,"August 9, 2011, Filed",Civil Action No. DKC 10-3474,511,District,,,2011/08/09
h6,Black v. JP Morgan Chase & Co.,United States District Court for the Western District of Pennsylvania,"August 10, 2011, Decided; August 10, 2011, Filed",Civil Action No. 10-848,524,District,,2011/8/10,2011/08/10
h6,In re Wellbutrin XL Antitrust Litig.,United States District Court for the Eastern District of Pennsylvania,"August 11, 2011, Decided; August 11, 2011, Filed",CIVIL ACTION NO. 08-2431 (Direct),585,District,,2011/8/11,2011/08/11
h6,"In re Wellpoint Out-Of-Network ""UCR"" Rates Litig.",United States District Court for the Central District of California,"August 11, 2011, Decided; August 11, 2011, Filed",Case No. MDL 09-2074 PSG (FFMx),601,District,,2011/8/11,2011/08/11
h6,"RealPage, Inc. v. Yardi Sys.","United States District Court for the Central District of California, Western Division","August 11, 2011, Decided; August 11, 2011, Filed",Case No. CV 11-00690 ODW (JEMx),647,District,,2011/8/11,2011/08/11
h6,In re Wellbutrin XL Antitrust Litig.,United States District Court for the Eastern District of Pennsylvania,"August 12, 2011, Decided; August 15, 2011, Filed",CIVIL ACTION NO. 08-2433 (Indirect),654,District,,2011/8/12,2011/08/15
h6,"Silicon Econs., Inc. v. Fin. Accounting Found.",United States District Court for the District of Delaware,"August 17, 2011, Decided; August 18, 2011, Filed",CIVIL ACTION NO. 11-163,670,District,,2011/8/17,2011/08/18
h6,City of New York v. Group Health Inc.,United States Court of Appeals for the Second Circuit,"May 4, 2011, Argued; August 18, 2011, Decided",Docket No. 10-2286-cv,679,Appeal,2011/5/4,2011/8/18,
h6,Doe v. Williams,"Superior Court of Maine, Kennebec County","August 18, 2011, Decided",CV-06-113,687,Superior,,2011/8/18,
h6,Emilia No Bolanos v. Alter,United States District Court for the Southern District of California,"August 19, 2011, Decided; August 19, 2011, Filed",CASE NO. 11-CV-00934-H (BGS),730,District,,2011/8/19,2011/08/19
h6,"FTC v. Lundbeck, Inc.",United States Court of Appeals for the Eighth Circuit,"June 16, 2011, Submitted; August 19, 2011, Filed",No. 10-3458/3459,734,Appeal,,,"2011/06/16, 2011/08/19"
h6,U.S. Ring Binder L.P. v. World Wide Stationery Mfg. Co.,"United States District Court for the Northern District of Ohio, Western Division","August 19, 2011, Decided; August 19, 2011, Filed",Case No. 3:10 CV 2556,744,District,,2011/8/19,2011/08/19
h6,Yakima Valley Mem. Hosp. v. Wash. State Dep't of Health,United States Court of Appeals for the Ninth Circuit,"March 10, 2011, Argued and Submitted, Seattle, Washington; August 19, 2011, Filed","No. 10-35497, No. 10-35543",758,Appeal,2011/3/10,,2011/08/19
h6,Behrend v. Comcast Corp.,United States Court of Appeals for the Third Circuit,"January 11, 2011, Argued; August 23, 2011, Filed",No. 10-2865,779,Appeal,2011/1/11,,2011/08/23
h6,Eastman Kodak Co. v. Epson Imaging Devices Corp. (In re TFL-LCD Antitrustlitigation),United States District Court for the Northern District of California,"August 23, 2011, Decided; August 23, 2011, Filed",No. M 07-1827 SI; MDL No. 1827; No. C 10-5452 SI,819,District,,2011/8/23,2011/08/23
h6,Ethypharm S.A. France v. Abbott Labs.,United States District Court for the District of Delaware,"August 23, 2011, Decided",Civ. No. 08-126-SLR,828,District,,2011/8/23,
h6,Gorospe v. New Century Mortg. Corp.,United States District Court for the District of Hawaii,"August 23, 2011, Decided; August 23, 2011, Filed",CV. NO. 10-00505 DAE-BMK,842,District,,2011/8/23,2011/08/23
h6,"Delong v. TaxMasters, Inc.",United States District Court for the Central District of California,"August 24, 2011, Decided; August 24, 2011, Filed",CV 11-01431-ODW (AGRx),852,District,,2011/8/24,2011/08/24
h6,In re TFT-Lcd Antitrust Litig.,United States District Court for the Northern District of California,"August 24, 2011, Decided; August 24, 2011, Filed","No. M 07-1827 SI, MDL No. 1827; No. C 10-4945 SI",858,District,,2011/8/24,2011/08/24
h6,Sineitti v. Conoco Phillips Co.,"Court of Appeal of California, First Appellate District, Division Two","August 24, 2011, Filed",A127485,869,Appeal,,,2011/08/24
h6,Cahn v. Oversee,United States District Court for the Central District of California,"August 25, 2011, Decided; August 25, 2011, Filed",No. CV 11-03800-SVW (AGRx),885,District,,2011/8/25,2011/08/25
h6,Samsung Elecs. Co. v. Panasonic Corp.,United States District Court for the Northern District of California,"August 25, 2011, Decided; August 25, 2011, Filed",No. C 10-03098 JSW,895,District,,2011/8/25,2011/08/25
h6,United States ex rel. Bunk v. Birkart Globistics GmbH & Co.,"United States District Court for the Eastern District of Virginia, Alexandria Division","August 26, 2011, Decided; August 26, 2011, Filed",No. 1:02cv1168 (AJT/TRJ); No. 1:07cv1198 (AJT/TRJ),902,District,,2011/8/26,2011/08/26
h6,"Electrograph Sys., Inc. v. Epson Imaging Devices Corp. (In re: TFT-LCD (Flat Panel) Antitrust Litig.)",United States District Court for the Northern District of California,"August 29, 2011, Decided; August 29, 2011, Filed",No. M 07-1827 SI; MDL No. 1827; No. C 10-0117 SI,912,District,,2011/8/29,2011/08/29
h6,"Flagship Theatres of Palm Desert, LLC v. Century Theatres, Inc.","Court of Appeal of California, Second Appellate District, Division One","August 31, 2011, Filed",B211597,919,Appeal,,,2011/08/31
h6,Agnew v. NCAA,"United States District Court for the Southern District of Indiana, Indianapolis Division","September 1, 2011, Decided; September 1, 2011, Filed",1:11-cv-0293-JMS-MJD,941,District,,2011/9/1,2011/09/01
h6,"Sterling Merch., Inc. v. Nestl̩, S.A.",United States Court of Appeals for the First Circuit,"September 1, 2011, Decided",No. 10-1925,951,Appeal,,2011/9/1,
h6,United States v. Comcast Corp.,United States District Court for the District of Columbia,"September 1, 2011, Decided; September 1, 2011, Filed",Civil Case No. 11-106 (RJL),966,District,,2011/9/1,2011/09/01
h6,United States v. Comcast Corp.,United States District Court for the District of Columbia,"September 1, 2011, Decided; September 1, 2011, Filed",CASE: 1:11-cv-00106,971,District,,2011/9/1,2011/09/01
h6,"ClearPlay, Inc. v. Nissim Corp.",United States District Court for the Southern District of Florida,"September 2, 2011, Decided; September 2, 2011, Entered on Docket",CASE NO. 07-81170-CIV-HUCK/BANDSTRA,986,District,,2011/9/2,2011/09/02
h6,In re Puerto Rican Cabotage Antitrust Litig.,United States District Court for the District of Puerto Rico,"September 13, 2011, Decided; September 13, 2011, Filed",MDL Docket No. 3:08-md-1960 (DRD),1001,District,,2011/9/13,2011/09/13
h6,In re Polyurethane Foam Antitrust Litig.,"United States District Court for the Northern District of Ohio, Western Division","September 15, 2011, Decided; September 15, 2011, Filed",Case No. 1:10 MD 2196,1029,District,,2011/9/15,2011/09/15
h6,"Worldhomecenter.com, Inc. v. KWC Am., Inc.",United States District Court for the Southern District of New York,"September 15, 2011, Decided; September 15, 2011, Filed",10 Civ. 7781 (NRB),1048,District,,2011/9/15,2011/09/15
h6,"PCI Int'l Consultants, Inc. v. Flavor & Food Ingredients, Inc.",United States District Court for the Western District of Louisiana,"September 16, 2011, Decided; September 19, 2011, Filed",CIVIL NO. 6:11-0762,1062,District,,2011/9/16,2011/09/19
h6,"Metris U.S.A., Inc. v. Faro Techs., Inc.",United States District Court for the District of Massachusetts,"September 19, 2011, Decided; September 19, 2011, Filed",CIVIL ACTION NO. 08-CV-11187-PBS,1071,District,,2011/9/19,2011/09/19
h6,EMC Nat'l Life Co. v. Employee Benefits Sys.,"United States District Court for the Southern District of Iowa, Central Division","September 26, 2011, Decided; September 26, 2011, Filed",No. 4:10-cv-00143 - JEG,1091,District,,2011/9/26,2011/09/26
h6,In re Processed Egg Prods. Antitrust Litig.,United States District Court for the Eastern District of Pennsylvania,"September 26, 2011, Decided; September 26, 2011, Filed",MDL No. 2002; 08-md-02002,1097,District,,2011/9/26,2011/09/26
h6,Colabella v. AICPA,United States District Court for the Eastern District of New York,"September 28, 2011, Decided; September 28, 2011, Filed",10-cv-2291 (KAM)(ALC),1142,District,,2011/9/28,2011/09/28
h6,In re TFT-LCD (Flat Panel) Antitrust Litig.,United States District Court for the Northern District of California,"September 28, 2011, Decided; September 28, 2011, Filed",No. M 07-1827 SI; MDL. No. 1827,1161,District,,2011/9/28,2011/09/28
h6,"Carpenter Tech. Corp. v. Allegheny Techs., Inc.",United States District Court for the Eastern District of Pennsylvania,"September 29, 2011, Decided; September 30, 2011, Filed",CIVIL ACTION NO. 08-2907,1178,District,,2011/9/29,2011/09/30
h6,"Gulf States Reorganization Group, Inc. v. Nucor Corp.","United States District Court for the Northern District of Alabama, Eastern Division","September 29, 2011, Decided; September 29, 2011, Filed",Case No.: 1:02-CV-2600-RDP,1190,District,,2011/9/29,2011/09/29
h6,"Tese-Milner v. Diamond Trading Co., Ltd.",United States District Court for the Southern District of New York,"September 29, 2011, Decided; September 29, 2011, Filed",04 Civ. 5203 (KMW),1229,District,,2011/9/29,2011/09/29
h6,Vandenberg v. Aramark Educ. Servs.,Supreme Court of Alabama,"September 30, 2011, Released","1100557, 1100560, 1100561",1243,Supreme,,,2011/09/30
h6,"Marsh v. Anesthesia Services Medical Group, Inc.","Court of Appeal of California, Fourth Appellate District, Division One","October 6, 2011, Filed",D057858,1263,Appeal,,,2011/10/06
h6,Marsh v. Anesthesia Servs. Med. Group,"Court of Appeal of California, Fourth Appellate District, Division One","October 6, 2011, Filed",D057858,1287,Appeal,,,2011/10/06
h6,Miller v. Wright,United States District Court for the Western District of Washington,"October 6, 2011, Decided; October 6, 2011, Filed",No. 3:11-cv-05395 RBL,1304,District,,2011/10/6,2011/10/06
h6,"In2 Networks, Inc. v. Honeywell Int'l","United States District Court for the District of Utah, Central Division","October 11, 2011, Decided; October 12, 2011, Filed",Case No. 2:11-cv-6-TC,1312,District,,2011/10/11,2011/10/12
h6,"Fitzgerald v. Am. Sav. Bank, F.S.B.",United States District Court for the District of Hawaii,"October 13, 2011, Decided; October 13, 2011, Filed",CV. NO. 11-00199 DAE-RLP,1324,District,,2011/10/13,2011/10/13
h6,In re Photochromic Lens Antitrust Litig.,"United States District Court for the Middle District of Florida, Tampa Division","October 13, 2011, Decided; October 14, 2011, Filed",Case No. 8:10-MD-2173-T-27EAJ; 8:10-cv-2040-T-27EAJ,1335,District,,2011/10/13,2011/10/14
h6,Apple Inc. v. Samsung Elecs. Co.,"United States District Court for the Northern District of California, San Jose Division","October 18, 2011, Decided; October 18, 2011, Filed",Case No.: 11-CV-01846-LHK,1347,District,,2011/10/18,2011/10/18
h6,In re Magnesium Oxide Antitrust Litig.,United States District Court for the District of New Jersey,"October 20, 2011, Decided; October 20, 2011, Filed",Civ. No. 10-5943 (DRD),1360,District,,2011/10/20,2011/10/20
h6,"Expedite, Inc. v. Plus, Bags, Cars & Serv, LLC","United States District Court for the District of Oregon, Portland Division","October 21, 2011, Decided; October 21, 2011, Filed",Civ. No. 11-329-AC,1407,District,,2011/10/21,2011/10/21
h6,Williams v. Mission Viejo Emergency Med. Assocs.,"Court of Appeal of California, Fourth Appellate District, Division Three","October 21, 2011, Filed",G043849,1421,Appeal,,,2011/10/21
h6,In re Visa Check/MasterMoney Antitrust Litig.,United States District Court for the Eastern District of New York,"October 24, 2011, Decided; October 24, 2011, Filed",MASTER FILE NO. 96-CV-5238 (JG),1428,District,,2011/10/24,2011/10/24
h6,Meyer v. Cmty. College of Beaver County,Commonwealth Court of Pennsylvania,"April 6, 2011, Argued; October 27, 2011, Decided; October 27, 2011, Filed",No. 1141 C.D. 2008,1438,Commonwealth,2011/4/6,2011/10/27,2011/10/27
h6,"Adesokan v. United States Bank, N.A.",United States District Court for the Eastern District of California,"October 31, 2011, Decided; October 31, 2011, Filed",CASE NO. 1:11-cv-01236-LJO-SKO,1468,District,,2011/10/31,2011/10/31
h6,In re Cipro Cases I & II,"Court of Appeal of California, Fourth Appellate District, Division One","October 31, 2011, Filed",D056361,1482,Appeal,,,2011/10/31
h6,"Rose Acre Farms, Inc. v. Columbia Cas. Co.",United States Court of Appeals for the Seventh Circuit,"September 26, 2011, Argued; November 1, 2011, Decided",No. 11-1599,1516,Appeal,2011/9/26,2011/11/1,
h6,Burgess v. Williams,United States District Court for the Middle District of North Carolina,"November 2, 2011, Decided; November 2, 2011, Filed",1:11CV316,1521,District,,2011/11/2,2011/11/02
h6,Sprint Nextel Corp. v. AT&T Inc.,United States District Court for the District of Columbia,"November 2, 2011, Decided; November 2, 2011, Filed",Civil Action No. 11-1600 (ESH); Civil Action No. 11-1690 (ESH),1535,District,,2011/11/2,2011/11/02
h6,"E-Pass Techs. v. Moses & Singer, LLP",United States District Court for the Northern District of California,"November 4, 2011, Decided; November 4, 2011, Filed",No. C-09-5967 EMC,1560,District,,2011/11/4,2011/11/04
h6,Lopeti v. Alliance Bancorp,United States District Court for the District of Hawaii,"November 4, 2011, Decided; November 4, 2011, Filed",Civ. No. 11-00200 ACK-RLP,1570,District,,2011/11/4,2011/11/04
h6,"CompuCredit Holdings Corp. v. Akanthos Capital Mgmt., LLC",United States Court of Appeals for the Eleventh Circuit,"November 10, 2011, Decided; November 10, 2011, Filed",No. 11-13254 Non-Argument Calendar,1590,Appeal,,2011/11/10,2011/11/10
h6,Heald v. Nat'l City Mortg.,United States District Court for the Southern District of California,"November 10, 2011, Decided; November 10, 2011, Filed",CASE NO. 11CV904 JLS (NLS),1594,District,,2011/11/10,2011/11/10
h7,"United States v. H&R Block, Inc.",United States District Court for the District of Columbia,"November 10, 2011, Decided; November 10, 2011, Filed",Civil Action No. 11-00948 (BAH),21,District,,2011/11/10,2011/11/10
h7,"Johnson Bros. Liquor Co. v. Bacardi U.S.A., Inc.",United States District Court for the District of Minnesota,"November 17, 2011, Decided; November 17, 2011, Filed",Civil No. 11-824 ADM/JSM,69,District,,2011/11/17,2011/11/17
